201,RILP,antigen present,
202,SAR1B,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
203,SEC13,antigen present,
204,SEC22B,antigen present,
205,SEC23A,antigen present,
206,SEC24A,antigen present,
207,SEC24B,antigen present,
208,SEC24C,antigen present,
209,SEC24D,antigen present,
210,SEC31A,antigen present,
211,SH3GL2,antigen present,
212,SLC11A1,antigen present,
213,SNAP23,antigen present,
214,SPTBN2,antigen present,
215,TAP1,immunomodulators,Module3_IFN_score
216,TAP2,antigen present,
217,TAPBP,antigen present,
218,TAPBPL,antigen present,
219,THBS1,immunomodulators,TGFB_score_21050467
220,TRAF6,antigen present,
221,TREM2,antigen present,
222,TREX1,antigen present,
223,VAMP3,antigen present,
224,VAMP8,antigen present,
225,WAS,antigen present,
226,YTHDF1,antigen present,
227,MARCH1,antigen present,
228,FGR,immunomodulators,CSF1_response
229,SEMA3F,immunomodulators,TGFB_score_21050467
230,DBNDD1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
231,SLC25A5,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
232,WDR54,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
233,ITGA3,immunomodulators,TGFB_score_21050467
234,TNFRSF12A,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
235,CD79B,immunomodulators,LIexpression_score
236,VTA1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
237,BTK,immunomodulators,CSF1_response
238,PLAUR,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
239,MNAT1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
240,RUNX3,immunomodulators,CSF1_response
241,CD44,immunomodulators,TGFB_score_21050467
242,TNFRSF1B,immunomodulators,CSF1_response
243,VCAN,immunomodulators,TGFB_score_21050467
244,TNC,immunomodulators,TGFB_score_21050467
245,LCP2,immunomodulators,CSF1_response
246,CTNNA1,immunomodulators,TGFB_score_21050467
247,NOP16,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
248,CELF2,immunomodulators,CSF1_response
249,MRTO4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
250,DCBLD2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
251,TBXAS1,immunomodulators,CSF1_response
252,CD84,cell type,CSF1_response
253,LRRC40,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
254,PFKP,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
255,NEO1,immunomodulators,TGFB_score_21050467
256,TNFRSF1A,immunomodulators,TGFB_score_21050467
257,RHOA,immunomodulators,TGFB_score_21050467
258,OSBPL3,immunomodulators,CSF1_response
259,ENO1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
260,WNT8B,immunomodulators,TGFB_score_21050467
261,SLC25A40,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
262,ARHGAP15,immunomodulators,CSF1_response
263,SNRPA,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
264,SLC1A3,immunomodulators,CSF1_response
265,SP140,immunomodulators,CSF1_response
266,SAR1A,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
267,PTPRC,cell type,CSF1_response
268,HSPB11,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
269,FYB,immunomodulators,CSF1_response
270,COL16A1,immunomodulators,TGFB_score_21050467
271,CD59,immunomodulators,TGFB_score_21050467
272,EIF2AK1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
273,MMP2,immunomodulators,TGFB_score_21050467
274,MT3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
275,OAS1,immunomodulators,Module3_IFN_score
276,PXN,immunomodulators,TGFB_score_21050467
277,LYZ,immunomodulators,CSF1_response
278,LAMB1,immunomodulators,TGFB_score_21050467
279,ITGA6,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
280,EZR,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
281,MYL6,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
282,MFSD11,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
283,CECR1,immunomodulators,CSF1_response
284,DSP,immunomodulators,TGFB_score_21050467
285,MMP11,immunomodulators,TGFB_score_21050467
286,POLE2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
287,MTHFD1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
288,PNN,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
289,MYBL2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
290,RASSF2,immunomodulators,CSF1_response
291,HCK,immunomodulators,CSF1_response
292,SAMHD1,immunomodulators,CSF1_response
293,MAPRE1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
294,SMS,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
295,TIMP1,immunomodulators,TGFB_score_21050467
296,FGD1,immunomodulators,TGFB_score_21050467
297,TNFSF13B,immunomodulators,CSF1_response
298,CORO1A,immunomodulators,CSF1_response
299,NUTF2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
300,NUP93,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
301,CMC2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
302,COTL1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
303,PLAT,immunomodulators,TGFB_score_21050467
304,CD37,immunomodulators,LIexpression_score
305,CD79A,immunomodulators,LIexpression_score
306,CD33,immunomodulators,CSF1_response
307,PIK3CG,immunomodulators,CSF1_response
308,ITGB8,immunomodulators,TGFB_score_21050467
309,MET,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
310,CPVL,immunomodulators,CSF1_response
311,PDAP1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
312,NUDT1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
313,AIMP2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
314,SERPINE1,immunomodulators,TGFB_score_21050467
315,DDX58,immunomodulators,Module3_IFN_score
316,DVL1,immunomodulators,TGFB_score_21050467
317,RASSF4,immunomodulators,CSF1_response
318,ERLIN1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
319,BCCIP,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
320,MAP3K8,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
321,GLRX3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
322,CBX1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
323,PFN1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
324,CCL2,immunomodulators,CSF1_response
325,SMURF2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
326,CTSC,immunomodulators,CSF1_response
327,IL10RA,immunomodulators,CSF1_response
328,SELPLG,immunomodulators,CSF1_response
329,CORO1C,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
330,MAGOHB,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
331,SH2B3,immunomodulators,CSF1_response
332,OAS3,immunomodulators,Module3_IFN_score
333,OAS2,immunomodulators,Module3_IFN_score
334,NUP107,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
335,KRR1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
336,TPI1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
337,GNPTAB,immunomodulators,CSF1_response
338,MCM3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
339,GPLD1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
340,LAMA4,immunomodulators,TGFB_score_21050467
341,LY86,immunomodulators,CSF1_response
342,SPARC,immunomodulators,TGFB_score_21050467
343,CDH6,immunomodulators,TGFB_score_21050467
344,CPEB4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
345,CD86,immunomodulators,CSF1_response
346,UMPS,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
347,EIF4G1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
348,CYTIP,immunomodulators,CSF1_response
349,ITGA4,immunomodulators,TGFB_score_21050467
350,SNX17,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
351,IFIH1,immunomodulators,Module3_IFN_score
352,FN1,immunomodulators,TGFB_score_21050467
353,STAT1,IFNG,Module3_IFN_score
354,IGFBP2,immunomodulators,TGFB_score_21050467
355,IGFBP5,immunomodulators,TGFB_score_21050467
356,ID2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
357,SDC1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
358,WIPF1,immunomodulators,CSF1_response
359,PNO1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
360,PLEK,immunomodulators,CSF1_response
361,RND3,immunomodulators,TGFB_score_21050467
362,FARSB,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
363,MRPL37,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
364,WDR77,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
365,SRM,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
366,NID1,immunomodulators,TGFB_score_21050467
367,CD48,immunomodulators,CSF1_response
368,UAP1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
369,ID3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
370,EBNA1BP2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
371,F3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
372,C1orf54,immunomodulators,CSF1_response
373,LRMP,immunomodulators,CSF1_response
374,TNFAIP3,immunomodulators,CSF1_response
375,DCLRE1B,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
376,PHF19,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
377,NPC2,immunomodulators,CSF1_response
378,RHOQ,immunomodulators,TGFB_score_21050467
379,IFIT3,immunomodulators,Module3_IFN_score
380,IFIT2,immunomodulators,Module3_IFN_score
381,EXOSC8,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
382,ADCY7,immunomodulators,CSF1_response
383,CCRL2,immunomodulators,CSF1_response
384,CXCR4,immunomodulators,CSF1_response
385,PLG,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
386,HNRNPA2B1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
387,ADGRE5,immunomodulators,CSF1_response
388,SPRYD7,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
389,NLN,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
390,NCKAP1L,immunomodulators,CSF1_response
391,MMP19,immunomodulators,TGFB_score_21050467
392,CDK2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
393,LRP1,immunomodulators,TGFB_score_21050467
394,SNRPC,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
395,RPP40,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
396,NUP85,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
397,ALKBH7,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
398,SNRPB,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
399,MKKS,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
400,NCLN,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
401,HNRNPR,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
402,IFI6,immunomodulators,Module3_IFN_score
403,EVI2A,immunomodulators,CSF1_response
404,TUBA4A,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
405,GNG11,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
406,PAICS,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
407,FLNC,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
408,SMO,immunomodulators,TGFB_score_21050467
409,LRRC17,immunomodulators,TGFB_score_21050467
410,DUT,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
411,APOE,immunomodulators,CSF1_response
412,TOMM40,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
413,APOC1,immunomodulators,CSF1_response
414,LSM4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
415,MPP1,immunomodulators,CSF1_response
416,TUBG1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
417,SNRPA1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
418,JCHAIN,immunomodulators,LIexpression_score
419,USPL1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
420,ALOX5AP,immunomodulators,CSF1_response
421,RFC3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
422,EPHB2,immunomodulators,TGFB_score_21050467
423,GIMAP4,immunomodulators,CSF1_response
424,AMPD3,immunomodulators,CSF1_response
425,LOXL2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
426,WNT2B,immunomodulators,TGFB_score_21050467
427,NOTCH2,immunomodulators,TGFB_score_21050467
428,RSAD2,immunomodulators,Module3_IFN_score
429,DOCK2,immunomodulators,CSF1_response
430,RNF138,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
431,OASL,immunomodulators,Module3_IFN_score
432,RGS8,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
433,NPL,immunomodulators,CSF1_response
434,NUDT15,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
435,LCP1,immunomodulators,CSF1_response
436,GPNMB,immunomodulators,CSF1_response
437,RAC1,immunomodulators,TGFB_score_21050467
438,BRIP1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
439,RTP4,immunomodulators,Module3_IFN_score
440,ACTL6A,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
441,TRA2B,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
442,IMP4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
443,SMC2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
444,TLR2,immunomodulators,CSF1_response
445,GGH,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
446,DDX60,immunomodulators,Module3_IFN_score
447,CASP1,immunomodulators,CSF1_response
448,CCBL2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
449,IFI44L,immunomodulators,Module3_IFN_score
450,IFI44,immunomodulators,Module3_IFN_score
451,CENPO,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
452,COX17,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
453,HERC6,immunomodulators,Module3_IFN_score
454,HERC5,immunomodulators,Module3_IFN_score
455,GSTCD,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
456,BRCA2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
457,TPM1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
458,ARRB2,immunomodulators,CSF1_response
459,ARHGDIA,immunomodulators,TGFB_score_21050467
460,IGFBP4,immunomodulators,TGFB_score_21050467
461,COL6A1,immunomodulators,TGFB_score_21050467
462,MYO1F,immunomodulators,CSF1_response
463,EPHA2,immunomodulators,TGFB_score_21050467
464,PLK4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
465,HSPG2,immunomodulators,TGFB_score_21050467
466,CD53,immunomodulators,CSF1_response
467,FCGR2A,immunomodulators,CSF1_response
468,TPM3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
469,RHOB,immunomodulators,TGFB_score_21050467
470,TPRKB,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
471,COL8A1,immunomodulators,TGFB_score_21050467
472,NCEH1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
473,LYAR,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
474,LHFPL2,immunomodulators,CSF1_response
475,RMND5B,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
476,DYNLT1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
477,IGFBP3,immunomodulators,TGFB_score_21050467
478,MSN,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
479,MRPS28,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
480,CEP78,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
481,TCF7L2,immunomodulators,TGFB_score_21050467
482,PAK1,immunomodulators,TGFB_score_21050467
483,CHEK1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
484,TAGLN,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
485,MMP3,immunomodulators,TGFB_score_21050467
486,CCT5,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
487,IL18,immunomodulators,CSF1_response
488,TEX30,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
489,FLI1,immunomodulators,CSF1_response
490,CENPU,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
491,CENPJ,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
492,HAUS1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
493,MARVELD2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
494,PLOD2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
495,MERTK,immunomodulators,CSF1_response
496,PITPNC1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
497,FAM167A,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
498,TCEB1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
499,ADAMTS1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
500,SAMSN1,immunomodulators,CSF1_response
501,RHOC,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
502,SLC16A1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
503,SLC7A7,immunomodulators,CSF1_response
504,VSIG4,immunomodulators,CSF1_response
505,PDIA4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
506,SPAG17,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
507,DCK,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
508,MS4A1,cell type,LIexpression_score
509,MMP14,immunomodulators,TGFB_score_21050467
510,MX1,immunomodulators,Module3_IFN_score
511,ZYX,immunomodulators,TGFB_score_21050467
512,ITGB2,immune checkpoint,TGFB_score_21050467
513,CD3G,cell type,LIexpression_score
514,DVL3,immunomodulators,TGFB_score_21050467
515,ITGA5,immunomodulators,TGFB_score_21050467
516,POLR3K,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
517,LAPTM5,immunomodulators,CSF1_response
518,NUP35,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
519,FBXO41,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
520,COL6A3,immunomodulators,TGFB_score_21050467
521,MNDA,immunomodulators,CSF1_response
522,IFI16,immunomodulators,CSF1_response
523,RPN1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
524,H2AFZ,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
525,STK17A,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
526,COL1A2,immunomodulators,TGFB_score_21050467
527,SYK,immunomodulators,CSF1_response
528,TMEM130,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
529,CENPN,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
530,MCM7,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
531,SNRPD1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
532,CD3D,cell type,LIexpression_score
533,C19orf48,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
534,CTNNB1,immunomodulators,TGFB_score_21050467
535,COPS6,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
536,COL3A1,immunomodulators,TGFB_score_21050467
537,IL7R,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
538,CXCL10,immune checkpoint,Module3_IFN_score
539,PGM2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
540,RNASE6,immunomodulators,CSF1_response
541,CD52,immunomodulators,CSF1_response
542,STRA13,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
543,CD14,immunomodulators,LIexpression_score
544,PA2G4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
545,CDCA4,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
546,LSM3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
547,HAS2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
548,C11orf24,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
549,JUNB,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
550,C3AR1,immunomodulators,CSF1_response
551,PPIH,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
552,CD8B,cell type,LIexpression_score
553,BSG,immunomodulators,TGFB_score_21050467
554,COQ2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
555,JUP,immunomodulators,TGFB_score_21050467
556,ZWILCH,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
557,MARCKSL1,immunomodulators,TGFB_score_21050467
558,SH3BP5L,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
559,ARHGAP1,immunomodulators,TGFB_score_21050467
560,APITD1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
561,NRIP3,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
562,RUVBL1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
563,DLEU1,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
564,LMNB2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
565,WSB2,immunomodulators,CHANG_CORE_SERUM_RESPONSE_UP
